query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank
,superkingdom,0.12559206493675348,d__Bacteria,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.16065144568734965,27046000
,superkingdom,0.010327469955606742,d__Archaea,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.014150434665238985,2224000
,superkingdom,0.0007847762691086057,Eukaryota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0011450285546743062,169000
,superkingdom,0.8632956888385311,unclassified,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.8240530910927371,1346000
,phylum,0.06628341103701912,d__Bacteria;p__Proteobacteria,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.09204466709247351,14274000
,phylum,0.03640154540557611,d__Bacteria;p__Bacteroidota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.04065916962503383,7839000
,phylum,0.014627486672734365,d__Bacteria;p__Verrucomicrobiota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.01835081014160768,3150000
,phylum,0.009593773798688636,d__Archaea;p__Thermoplasmatota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.013367707869827107,2066000
,phylum,0.0037985028883481624,d__Bacteria;p__Actinobacteriota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.005017976237912779,818000
,phylum,0.0025447183163995026,d__Bacteria;p__Planctomycetota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.002521258588521428,548000
,phylum,0.0008219254416107881,d__Bacteria;p__Marinisomatota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0008828279944950799,177000
,phylum,0.0007336961569181046,d__Archaea;p__Thermoproteota,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0007827267954118777,158000
,phylum,0.000501513828779464,Eukaryota;Viridiplantae:Chlorophyta,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.000557983458115398,108000
,phylum,0.000450433716588963,d__Bacteria;p__SAR324,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0005566918297401309,97000
,phylum,0.00041328454408678044,d__Bacteria;p__Cyanobacteria,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0002977203404990723,89000
,phylum,0.0002832624403291417,Eukaryota;Stramenopila:Bacillariophyta,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0005870450965589082,61000
,phylum,0.000250756914389732,d__Bacteria;p__Myxococcota_A,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.00032032383706624695,54000
,phylum,0.8632956888385311,unclassified,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.824053091092737,1346000
,class,0.03640154540557611,d__Bacteria;p__Bacteroidota;c__Bacteroidia,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.04065916962503383,7839000
,class,0.034766981815480054,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.05030892521665451,7487000
,class,0.0315164292215391,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.04173574187581896,6787000
,class,0.014627486672734365,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.01835081014160768,3150000
,class,0.009593773798688636,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.013367707869827107,2066000
,class,0.0037985028883481624,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.005017976237912779,818000
,class,0.0015138287794639375,d__Bacteria;p__Planctomycetota;c__Planctomycetia,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0011469659972372069,326000
,class,0.0010308895369355647,d__Bacteria;p__Planctomycetota;c__Phycisphaerae,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0013742925912842209,222000
,class,0.0008219254416107881,d__Bacteria;p__Marinisomatota;c__Marinisomatia,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0008828279944950799,177000
,class,0.0007336961569181046,d__Archaea;p__Thermoproteota;c__Nitrososphaeria,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0007827267954118777,158000
,class,0.000501513828779464,Eukaryota;Viridiplantae:Chlorophyta;Prasinophyceae,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.000557983458115398,108000
,class,0.000450433716588963,d__Bacteria;p__SAR324;c__SAR324,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0005566918297401309,97000
,class,0.00041328454408678044,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0002977203404990723,89000
,class,0.0002832624403291417,Eukaryota;Stramenopila:Bacillariophyta;Coscinodiscophyceae,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.0005870450965589082,61000
,class,0.000250756914389732,d__Bacteria;p__Myxococcota_A;c__UBA796,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.00032032383706624695,54000
,class,0.8632956888385311,unclassified,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.8240530910927371,1346000
,order,0.03640154540557611,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.04065916962503383,7839000
,order,0.024936382042090012,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.036793325897859316,5370000
,order,0.022893177554469978,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.03230168822286789,4930000
,order,0.011701989338187491,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales,90848c39,Las19c138_12m-1_interleaved.fq.gz,0.014882142139827814,2520000
